A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,Y
11,11,0,4,3,0.70711,0,14,9.8995,0,14,9.8995,12,12,0,12,12,0,14,5,6.364,11,11,0,10.8,4.0727,6.4375,12.637,9.1957,17.935,15.5,20.1,26.443,21.114,26.443,21.114,28.658,10.868,21,3.6596,V5
2,2,0,0,0,0,0,14,9.8995,0,14,9.8995,11,11,0,11,11,0,3,1,1.4142,3,1,1.4142,14,3.5833,0,0,10.621,19.879,14.952,22.286,26.926,20.75,26.926,20.75,27.857,11.8,20.917,3.5556,V6
11,12,0.70711,9,4,3.5355,2,4,1.4142,3,4,0.70711,4,4,0,4,4,0,0,0,0,1,12,7.7782,11.636,5.8411,5.5469,11.359,9.8854,21.677,11.048,26.683,29.394,26.273,29.394,26.273,0,0,16.417,8.0833,V7
15,13,1.4142,12,15,2.1213,0,5,3.5355,0,7,4.9497,3,0,2.1213,3,0,2.1213,13,10,2.1213,11,9,1.4142,10.21,6.5645,7.8,9.2,12.897,22.759,13.12,25.28,21.5,16,21.5,16,25.846,11.212,19.674,7.8837,V8
2,4,1.4142,0,0,0,0,2,1.4142,0,2,1.4142,1,1,0,1,1,0,2,0,1.4142,6,12,4.2426,15.045,9.5455,0,0,15.333,30.667,10,29.633,30.091,21.758,30.091,21.758,26.167,13.611,19.098,6.9412,V9
3,3,0,7,7,0,0,6,4.2426,0,6,4.2426,4,4,0,4,4,0,3,6,2.1213,4,3,0.70711,12.228,5.5263,4.7222,11.917,9.4537,21.87,12.278,25.685,28.172,21.203,28.172,21.203,28.588,10.941,20.953,3.8281,V0
5,5,0,12,11,0.70711,0,6,4.2426,0,6,4.2426,5,5,0,5,5,0,7,6,0.70711,4,5,0.70711,7.5714,7.4286,6.5068,9.8767,13.318,20.182,14.464,21.786,28.492,20.587,28.492,20.587,28.488,10.953,26.524,3.619,V1
14,11,2.1213,15,13,1.4142,4,12,5.6569,6,12,4.2426,15,13,1.4142,15,13,1.4142,8,2,4.2426,6,11,3.5355,9.4848,8.1212,5.0278,10.352,10.422,21.321,12.6,23.427,25.469,21.735,25.469,21.735,21.811,14,18.865,7.9865,V2
15,15,0,15,15,0,0,15,10.607,0,15,10.607,13,12,0.70711,13,12,0.70711,14,0,9.8995,8,9,0.70711,9.4667,3.8444,8.3333,8.6667,13.263,22.842,13.245,23.396,27.216,20.838,27.216,20.838,26.84,12.48,19.759,7.2069,V3
11,6,3.5355,12,7,3.5355,4,12,5.6569,11,14,2.1213,13,13,0,13,13,0,15,3,8.4853,10,11,0.70711,11.25,5.5526,4.625,11.104,11.29,21.333,11.185,24.531,25.458,20.661,25.458,20.661,26.509,11.382,19.726,9.4516,V4
2,2,0,1,1,1.4142,5,8,2.1213,9,13,2.8284,12,8,2.8284,12,8,2.8284,14,7,4.9497,13,2,7.7782,12.725,5.075,6.4359,12.744,9.2381,21.063,9.5875,26.488,26.275,20.039,26.275,20.039,27.404,12.169,21.877,2.8246,V5
3,3,0,6,5,0.70711,1,10,6.364,1,10,6.364,10,10,0,10,10,0,14,4,7.0711,12,12,0,14.571,13.143,7.3056,13.431,13.457,22.657,15.292,25.625,26.268,20.036,26.268,20.036,27.44,11.6,22.553,6.0263,V6
12,10,1.4142,12,8,2.8284,2,13,7.7782,2,13,7.7782,15,15,0,15,15,0,3,3,0,4,13,6.364,10.985,4.6418,4.3115,10.689,10.179,21.359,12.333,24.116,27.87,26.261,27.87,26.261,18.4,14.8,18.019,8,V7
14,14,0,13,15,1.4142,0,15,10.607,1,15,9.8995,0,0,0,0,0,0,10,5,3.5355,9,9,0,9.661,5.2542,9.4545,10.591,14.878,23.388,14.915,24.851,0,0,0,0,26.632,11.807,19.447,7.7105,V8
6,4,1.4142,4,4,0,0,14,9.8995,4,14,7.0711,9,9,0,9,9,0,11,4,4.9497,3,9,4.2426,13.236,6.5636,8.56,13.16,12.735,21.176,10.979,28.104,26.111,19.519,26.111,19.519,27.818,13.682,17.4,6.2857,V9
2,2,0,6,4,1.4142,1,4,2.1213,6,5,0.70711,2,2,0,2,2,0,4,7,2.1213,12,2,7.0711,11.892,5.6486,4.7556,11.711,11.138,24.207,10.742,29.113,27.179,20.41,27.179,20.41,29.854,10.22,21.75,2.7885,V0
0,0,0,7,6,0.70711,1,7,4.2426,1,7,4.2426,5,6,0.70711,5,6,0.70711,6,10,2.8284,4,4,0,0,0,4.9492,13.458,10.761,19.388,14.323,21.677,28.677,20.862,28.677,20.862,29.195,10.013,27.857,2.7857,V1
3,3,0,5,14,6.364,2,4,1.4142,2,4,1.4142,14,12,1.4142,14,12,1.4142,9,7,1.4142,5,8,2.1213,3.8,2.4,2.9245,8.8302,10.156,19.533,13.789,21.053,26.444,21.984,26.444,21.984,24.712,12.169,26.091,4.1818,V2
10,10,0,1,3,2.8284,0,13,9.1924,15,16,0.70711,11,10,0.70711,11,10,0.70711,15,0,10.607,11,11,0,11.511,4.5106,6.1944,11.5,12.708,21.056,13.778,22.796,25.857,20.175,25.857,20.175,27.628,11.256,20.893,4.625,V3
11,4,4.9497,13,2,7.7782,4,12,5.6569,11,13,1.4142,13,11,1.4142,13,11,1.4142,15,3,8.4853,12,13,0.70711,11.942,5.3623,5.2162,10.946,11.815,21.954,11.571,24.377,25.981,20.792,25.981,20.792,27.34,10.56,20.684,7.5306,V4
2,2,0,1,1,0,5,8,2.1213,12,12,0,13,8,3.5355,13,8,3.5355,12,3,6.364,2,2,0,11.512,4.8293,5.5882,12.5,9.0746,20.881,10.031,25.75,26.99,20.758,26.99,20.758,28.196,11.768,21.953,2.6279,V5
0,0,0,0,0,0,0,15,10.607,1,15,9.8995,10,9,0.70711,10,9,0.70711,2,1,0.70711,2,3,0.70711,0,0,0,0,10.569,21.293,15.125,26.708,25.938,20.625,25.938,20.625,29.533,10.433,26.056,3.2222,V6
8,8,0,1,1,0,0,5,3.5355,8,5,2.1213,5,5,0,5,5,0,0,0,0,0,0,0,11.953,6.2031,6.6557,12.459,10.446,22.289,10.43,27.355,29.063,26,29.063,26,0,0,0,0,V7
13,12,0.70711,13,13,0,0,5,3.5355,2,6,2.8284,0,0,0,0,0,0,6,5,0.70711,12,8,2.8284,9.8462,4.7821,7.2759,8.6552,13.476,23.238,13.488,26,0,0,0,0,27.403,10.968,20.803,5.3443,V8
0,0,0,11,0,7.7782,12,3,6.364,14,15,0.70711,3,3,0,3,3,0,5,11,4.2426,6,9,2.1213,0,0,9.5,16,9.5116,17.372,11.545,21.636,23.7,18.075,23.7,18.075,28.627,9.7843,21.21,5.0161,V9
1,1,0,1,3,2.8284,0,3,2.1213,5,3,1.4142,2,2,0,2,2,0,3,11,5.6569,13,5,5.6569,13.294,7.1471,8.0741,13.37,8.6129,22.161,10.635,29.231,29.096,21.231,29.096,21.231,30.228,9.6667,22.14,2.9649,V0
3,3,0,4,1,2.1213,0,5,3.5355,1,5,2.8284,6,11,3.5355,6,11,3.5355,11,9,1.4142,8,8,0,5.44,2.68,2.5472,9.4151,8.9859,23.085,11.842,27.456,26.073,20.909,26.073,20.909,27.791,10.209,24.571,6.1786,V1
5,5,0,8,8,0,1,4,2.1213,1,4,2.1213,12,14,1.4142,12,14,1.4142,5,1,2.8284,3,11,5.6569,7.6667,7,6.0227,11.011,12.314,21.137,13.71,23.355,24.758,21.694,24.758,21.694,21.636,14.273,21.043,5.7021,V2
9,9,0,14,1,9.1924,0,14,9.8995,0,14,9.8995,11,11,0,11,11,0,14,4,7.0711,11,11,0,12.224,4.5102,5.3704,11.111,13.688,22.708,14.773,23.227,25.677,19.615,25.677,19.615,25.918,12.459,20.86,3.7368,V3
7,6,0.70711,7,7,0,2,5,2.1213,4,10,4.2426,8,0,5.6569,8,0,5.6569,8,10,1.4142,10,9,0.70711,12.277,7.2308,5.8242,11.802,8.3537,19.951,10.444,25.667,26.5,16,26.5,16,27.488,11.381,20.674,5.1087,V4
9,10,0.70711,1,1,0,10,6,2.8284,0,0,0,16,12,2.8284,16,12,2.8284,15,3,8.4853,12,12,0,12.171,6.1951,7.9636,13.2,6.9167,17.639,16,16,27.596,22.348,27.596,22.348,27.292,11.875,21.023,4.2273,V5
3,3,0,5,3,1.4142,2,13,7.7782,7,15,5.6569,7,7,0,7,7,0,4,3,0.70711,3,2,0.70711,14.667,3,4.2647,14.265,10.78,20.82,13.096,25.699,26.622,19.889,26.622,19.889,28.739,11.391,20.417,4.0208,V6
10,5,3.5355,4,3,0.70711,2,4,1.4142,10,6,2.8284,2,2,0,2,2,0,0,0,0,0,0,0,11.58,5.6087,5.7143,11.878,9.2976,21.226,9.6593,27.549,28.048,21.381,28.048,21.381,0,0,0,0,V7
14,9,3.5355,10,14,2.8284,0,13,9.1924,1,13,8.4853,0,0,0,0,0,0,10,5,3.5355,8,6,1.4142,10.369,4.9405,6.7826,8.3913,12.464,22.036,12.5,25.5,0,0,0,0,27.881,9.2857,19.765,6.3137,V8
0,0,0,0,0,0,0,4,2.8284,6,4,1.4142,9,9,0,9,9,0,9,11,1.4142,10,10,0,0,0,0,0,12.375,27.25,10.655,29.4,26.38,20.413,26.38,20.413,25.041,12.429,20.732,5.6479,V9
2,2,0,1,2,2.1213,0,4,2.8284,2,4,1.4142,3,3,0,3,3,0,4,7,2.1213,13,3,7.0711,13.156,6.6875,7.6071,13.321,9.3143,23.143,11.058,28.654,28.311,20.867,28.311,20.867,29.737,10.474,21.982,2.9643,V0
2,2,0,4,1,3.5355,0,14,9.8995,0,14,9.8995,10,10,0,10,10,0,12,1,7.7782,1,1,0,7.5714,2.7143,3.18,11.08,10.274,23,12.343,26.7,26.311,20.556,26.311,20.556,24.3,13.733,20.333,11.333,V1
14,13,0.70711,9,13,2.8284,8,4,2.8284,4,4,0,16,13,2.1213,16,13,2.1213,4,0,2.8284,7,9,1.4142,9.5714,6.898,6.1951,10.78,10.256,17.605,14,18,27.53,22.788,27.53,22.788,24.074,13.333,18.981,8.8491,V2
12,11,0.70711,15,7,5.6569,0,9,6.364,0,9,6.364,13,12,0.70711,13,12,0.70711,13,2,7.7782,9,10,0.70711,11.032,3.8413,3.4286,8.5,15.588,20.706,15.588,20.706,25.908,20.184,25.908,20.184,24.966,13.121,19.824,5.2157,V3
11,6,3.5355,12,3,6.364,5,11,4.2426,10,16,4.2426,8,5,2.1213,8,5,2.1213,15,10,3.5355,13,13,0,11.529,5.75,5.2619,11.452,10.147,20.868,10.051,24.835,24.638,17.931,24.638,17.931,27.333,11.361,20.978,7.4239,V4
2,2,0,3,3,0,5,9,2.8284,12,14,1.4142,13,9,2.8284,13,9,2.8284,13,2,7.7782,2,2,0,11.435,4.0435,4.9512,12.268,9.3279,20.672,9.7391,25.565,27.212,20.761,27.212,20.761,26.971,12.739,21.049,3.3902,V5
2,3,0.70711,1,1,0,2,11,6.364,8,13,3.5355,1,1,0,1,1,0,3,5,1.4142,2,2,0,13.682,2.3636,6.125,15.125,10.37,20.826,13.177,26.016,27.921,20.158,27.921,20.158,29.595,11.238,20.949,3.6667,V6
1,1,0,3,2,3.5355,3,9,4.2426,7,12,3.5355,15,12,2.1213,15,12,2.1213,3,3,0,2,8,4.2426,10.404,3.0213,3.3158,10.395,10.571,22.417,12.347,25.153,25.258,22,25.258,22,19,15,18.289,7.2368,V7
14,5,6.364,14,14,0,1,14,9.1924,2,15,9.1924,0,0,0,0,0,0,5,6,0.70711,13,8,3.5355,11.016,4.2188,7.4444,8.3333,14.367,22.933,14.219,24.844,0,0,0,0,28.488,8.6744,20.493,4.4203,V8
0,0,0,1,1,1.4142,0,7,4.9497,13,7,4.2426,5,8,2.1213,5,8,2.1213,9,12,2.1213,10,11,0.70711,0,0,8.5,15.571,10.946,20.071,13.862,23.379,26.379,19.121,26.379,19.121,24.368,11.579,23.368,5.6324,V9
5,5,0,1,5,4.2426,0,10,7.0711,2,10,5.6569,3,3,0,3,3,0,4,8,2.8284,12,5,4.9497,12.286,6.3429,7.1711,12.539,10.286,21.91,12.987,25.316,29,21.387,29,21.387,29.061,10.697,20.848,4.9348,V0
2,3,0.70711,5,12,4.9497,2,4,1.4142,2,4,1.4142,11,14,2.1213,11,14,2.1213,10,2,5.6569,3,3,0,6.0714,2.5357,2.8033,9.918,9.1548,22.619,12.383,26.277,26.4,21.22,26.4,21.22,25.614,12.914,22.429,9,V1
2,2,0,9,5,2.8284,8,6,1.4142,0,0,0,8,12,2.8284,8,12,2.8284,4,0,2.8284,8,7,0.70711,14.643,10.536,6.1029,12.279,7.1228,18.246,0,0,27.953,22.875,27.953,22.875,24.75,13.063,19.485,6.5294,V2
15,13,1.4142,5,15,7.0711,0,15,10.607,0,15,10.607,10,11,0.70711,10,11,0.70711,15,0,10.607,9,8,0.70711,11.25,5.8194,6.1964,12.714,9.9737,21.987,11.474,25.59,28.087,20.783,28.087,20.783,26.816,12.421,19.107,7.4286,V3
11,4,4.9497,5,4,0.70711,5,11,4.2426,9,16,4.9497,10,6,2.8284,10,6,2.8284,12,6,4.2426,14,14,0,11.327,4.5,4.2128,11.766,9.6234,19.857,10.547,25.297,25.098,18.585,25.098,18.585,27.667,11.286,20.89,6.6098,V4
3,3,0,5,2,2.1213,5,10,3.5355,10,15,3.5355,13,9,2.8284,13,9,2.8284,15,9,4.2426,13,3,7.0711,11.792,5.566,5.6667,12.362,9.4928,20.174,9.8831,24.714,26.135,19.787,26.135,19.787,27.337,11.639,21.765,2.5294,V5
1,1,0,6,4,1.4142,1,14,9.1924,5,15,7.0711,7,6,0.70711,7,6,0.70711,5,4,0.70711,1,3,1.4142,13.375,4.625,6.5526,13.184,12.623,21.23,13.959,26.347,25.026,19.641,25.026,19.641,28.605,11.326,21.189,3.4595,V6
11,4,4.9497,3,3,4.2426,3,9,4.2426,9,11,1.4142,15,16,0.70711,15,16,0.70711,1,1,0,1,4,2.1213,11.278,3.8889,3.2286,10.2,12.571,24.69,11.169,26.986,27.185,26.111,27.185,26.111,17.667,15.667,16.783,9.4783,V7
14,12,1.4142,14,12,1.4142,0,16,11.314,2,16,9.8995,8,5,2.1213,8,5,2.1213,15,5,7.0711,10,11,0.70711,10.77,5.9292,5.6875,7.9583,15.042,23.521,15.042,24.479,23.889,17.685,23.889,17.685,25.936,12.181,19.602,7.8387,V8
10,11,0.70711,13,6,4.9497,0,5,3.5355,0,5,3.5355,6,7,0.70711,6,7,0.70711,8,13,3.5355,7,7,0,8.6667,5.4872,6.5676,10.595,14.25,21.719,14.708,23.333,26.855,20.673,26.855,20.673,26.091,9.0909,25.5,5.7222,V9
4,4,0,2,2,0,2,7,3.5355,9,9,0,3,3,0,3,3,0,9,11,1.4142,11,7,2.8284,12.404,7.0351,6.9091,12.345,9.8507,22.821,10.494,27.812,23.86,19,23.86,19,27.829,10.4,21.605,3.9767,V0
5,5,0,7,4,2.1213,3,4,0.70711,4,4,0,7,8,0.70711,7,8,0.70711,14,14,0,13,13,0,8.4211,7.2632,4.1733,10.36,9.3409,22.511,12.107,25.643,23.259,18.948,23.259,18.948,26.765,10.617,23.099,5.9506,V1
1,1,0,8,10,1.4142,4,10,4.2426,4,10,4.2426,15,14,0.70711,15,14,0.70711,10,10,0,8,12,2.8284,9.4286,7.2857,4.9559,10.074,11.644,21.945,13.12,23.58,26.467,22.517,26.467,22.517,23.833,12.204,24.028,6.0833,V2
12,15,2.1213,2,1,2.1213,0,16,11.314,5,16,7.7782,12,12,0,12,12,0,5,0,3.5355,8,8,0,10.395,4.0263,11.579,15.368,10.512,20.36,11.48,25.867,29.321,21.34,29.321,21.34,27.371,12.8,19.654,7.2308,V3
2,3,0.70711,12,12,0,3,11,5.6569,9,14,3.5355,11,11,0,11,11,0,13,4,6.364,5,5,0,4.1818,2.5455,5.0222,10.756,11.893,21.196,11.04,26.747,27.386,20.842,27.386,20.842,26.408,11.704,23.556,8.1111,V4
9,9,0,4,1,2.1213,8,8,0,11,16,3.5355,12,6,4.2426,12,6,4.2426,15,9,4.2426,13,13,0,12.263,6.4561,6.2903,12.5,9.2162,19.257,9.6154,23.846,26.339,18.929,26.339,18.929,26.796,11.643,20.778,5.6806,V5
2,3,0.70711,6,0,4.2426,0,15,10.607,1,15,9.8995,11,11,0,11,11,0,5,0,3.5355,1,2,0.70711,15.167,2.5833,11,16,11.398,21.114,14.25,23.614,28.127,21.648,28.127,21.648,26.579,12.684,19.029,5.8571,V6
9,8,0.70711,11,4,4.9497,3,10,4.9497,15,13,1.4142,4,4,0,4,4,0,6,0,4.2426,0,0,0,10.875,6.4583,6.0192,11.923,11.406,22.094,10.167,26.402,26.366,19.463,26.366,19.463,28.182,15.455,0,0,V7
14,11,2.1213,8,6,1.4142,0,0,0,0,0,0,5,6,0.70711,5,6,0.70711,15,8,4.9497,11,11,0,9.8989,4.7753,3.8667,6.7333,0,0,0,0,23.543,18.429,23.543,18.429,26.192,11.798,20.592,6.7857,V8
0,0,0,1,1,0,1,4,2.1213,5,5,0,1,1,0,1,1,0,7,13,4.2426,3,2,0.70711,0,0,2.2,15.6,7.9286,22.5,10.06,29.16,24.227,19.182,24.227,19.182,27.918,8.8525,21.026,5.5263,V9
6,6,0,4,3,0.70711,0,5,3.5355,1,5,2.8284,3,3,0,3,3,0,7,9,1.4142,13,4,6.364,12.392,6.0784,6.5541,12.595,8.942,22.812,10.833,27.742,26.128,19.787,26.128,19.787,28.866,10.582,21.905,3.4189,V0
10,5,3.5355,9,12,2.1213,1,5,2.8284,1,5,2.8284,8,9,0.70711,8,9,0.70711,14,9,3.5355,11,12,0.70711,8.3902,4.5366,4.4429,9.7714,11.524,20.73,13.909,23.152,25.086,20.1,25.086,20.1,28.627,10.441,21.864,5.8025,V1
3,3,0,5,11,4.2426,1,4,2.1213,1,4,2.1213,11,12,0.70711,11,12,0.70711,5,0,3.5355,2,3,0.70711,3.3333,2.0833,3.1094,9.5313,9.2609,22.058,12.697,25,26.215,21.772,26.215,21.772,23.034,13.69,20.447,5.5263,V2
8,5,2.1213,0,0,0,0,4,2.8284,0,4,2.8284,3,3,0,3,3,0,3,1,1.4142,2,2,0,11.171,3.2571,0,0,9.6712,22.219,11.431,27.196,28.879,21.534,28.879,21.534,27.1,12.5,19.69,7.069,V3
11,11,0,15,7,5.6569,2,14,8.4853,7,16,6.364,10,10,0,10,10,0,15,6,6.364,13,13,0,10.303,7.5455,5,10.471,9.8485,22.909,10.782,28.655,24.368,20.059,24.368,20.059,27,10.849,20,11.3,V4
8,7,0.70711,2,2,0,10,6,2.8284,7,16,6.364,13,6,4.9497,13,6,4.9497,15,13,1.4142,14,14,0,12.83,7.7447,7.1071,12.946,8.2174,18.348,8.5357,26.5,26.558,18.698,26.558,18.698,27.031,10.875,21.213,4.4918,V5
4,13,6.364,4,1,3.5355,0,6,4.2426,0,6,4.2426,15,12,2.1213,15,12,2.1213,13,0,9.1924,9,9,0,14.414,5.8621,9.7879,15.242,8.2558,17.256,15.875,18.75,27.329,21.618,27.329,21.618,25,12.75,19.509,5.8491,V6
8,8,0,1,2,2.1213,3,4,0.70711,6,7,0.70711,8,3,3.5355,8,3,3.5355,0,0,0,0,0,0,11.915,5.6383,6.4667,12.067,12.13,23.037,11.338,26.054,27.839,23.806,27.839,23.806,0,0,0,0,V7
4,5,0.70711,5,3,1.4142,0,0,0,0,0,0,2,3,0.70711,2,3,0.70711,14,7,4.9497,10,11,0.70711,9.0615,2.8,2.8421,4.6316,0,0,0,0,24.327,17.327,24.327,17.327,26.494,12.124,20.759,5.3678,V8
1,1,0,15,3,8.4853,2,14,8.4853,8,16,5.6569,11,11,0,11,11,0,11,11,0,12,13,0.70711,15.538,9.5,3.8333,14.556,8.75,22.25,10.321,28.839,25.145,22.306,25.145,22.306,24.241,9.931,20.417,6.0476,V9
8,7,0.70711,8,3,3.5355,1,6,3.5355,1,6,3.5355,3,3,0,3,3,0,5,7,1.4142,12,5,4.9497,10.446,4.8913,4.7692,10.484,9.6458,22.146,12.878,25.469,27.22,20.5,27.22,20.5,29.582,10.418,21.195,4.2857,V0
12,8,2.8284,10,11,0.70711,2,3,0.70711,2,3,0.70711,6,7,0.70711,6,7,0.70711,15,6,6.364,12,12,0,10.25,8.5,4.963,10.432,11.354,19.333,13.818,21.136,23.926,18.981,23.926,18.981,28.143,11.179,21.231,6.0641,V1
0,14,9.8995,4,8,2.8284,3,5,1.4142,3,5,1.4142,14,12,1.4142,14,12,1.4142,8,1,4.9497,4,5,0.70711,16,2,2.3667,11.533,9.2963,20.333,13.292,22.208,27.032,22.413,27.032,22.413,22.424,13.727,19.531,5.5714,V2
6,6,0,3,3,0,1,3,1.4142,1,3,1.4142,9,9,0,9,9,0,4,1,2.1213,2,1,0.70711,8.8475,4.0847,5.1667,5.5,11.917,26.333,10.313,27.358,28.319,22.389,28.319,22.389,24.097,13.387,18.68,7.92,V3
13,14,0.70711,10,2,5.6569,4,12,5.6569,10,16,4.2426,9,8,0.70711,9,8,0.70711,11,5,4.2426,0,15,10.607,6.3704,3.4444,5.987,11.506,12.081,21.378,10.411,26.893,25.221,19.853,25.221,19.853,27.193,12.333,16,16,V4
2,2,0,10,6,2.8284,3,9,4.2426,4,9,3.5355,9,9,0,9,9,0,2,6,2.8284,5,2,2.1213,10.46,3.26,6.0761,12.185,12.545,21.792,13.407,23.593,26.855,21.667,26.855,21.667,29.833,10.143,21.178,3.4889,V5
11,11,0,13,9,2.8284,0,11,7.7782,5,11,4.2426,9,11,1.4142,9,11,1.4142,6,0,4.2426,3,3,0,10.72,8.6,6.4182,9.9455,11.667,23.7,12.216,26.419,28.186,21.203,28.186,21.203,22.174,14.87,17.231,13.231,V6
9,6,2.1213,12,5,4.9497,6,4,1.4142,10,10,0,9,5,2.8284,9,5,2.8284,0,0,0,0,9,6.364,12.34,5.717,4.6944,11.583,9.9178,21.315,10.641,25.203,27.786,25.143,27.786,25.143,0,0,16,6,V7
12,10,1.4142,13,11,1.4142,1,15,9.8995,2,16,9.8995,0,0,0,0,0,0,12,10,1.4142,14,14,0,11.261,6.8043,6.05,8.4,14.191,22.766,14.191,24.319,16,16,16,16,27.054,8.0357,20.59,6.6538,V8
3,3,0,13,6,4.9497,0,15,10.607,6,15,6.364,10,10,0,10,10,0,8,12,2.8284,12,11,0.70711,14.906,10.125,5.2258,13.742,11.216,22.412,11.525,27.425,26.107,22.643,26.107,22.643,25.4,11.22,21,4.6667,V9
4,4,0,5,3,1.4142,0,9,6.364,0,9,6.364,3,3,0,3,3,0,4,2,1.4142,6,3,2.1213,11.059,4.5294,3.6957,10.522,10.234,22.45,12.013,25.987,27.966,20.621,27.966,20.621,28.648,11.111,20.971,4.3088,V0
12,8,2.8284,15,9,4.2426,0,16,11.314,0,16,11.314,12,11,0.70711,12,11,0.70711,15,7,5.6569,12,12,0,8.4,5.15,3.7534,10.562,9.0882,22.691,11.839,27.071,26.375,20.464,26.375,20.464,27.051,9.9744,20.5,7.8214,V1
13,13,0,6,11,3.5355,5,6,0.70711,5,6,0.70711,12,8,2.8284,12,8,2.8284,15,7,5.6569,0,15,10.607,8.4444,5.2778,4.7375,10.738,10.295,18.423,14.04,19.76,24.466,19.603,24.466,19.603,26.474,12.829,16,16,V2
1,1,0,8,0,5.6569,2,3,0.70711,10,5,3.5355,2,2,0,2,2,0,5,10,3.5355,12,6,4.2426,15.636,4.8182,10,16,9.9697,21,9.6176,28.838,26,19.611,26,19.611,29.761,9.913,21.056,3.7778,V3
11,8,2.1213,12,4,5.6569,5,11,4.2426,11,16,3.5355,13,13,0,13,13,0,15,2,9.1924,11,12,0.70711,12.122,7.8902,6.75,12.113,10.13,19.766,9.2466,25.658,27.919,21.459,27.919,21.459,28.118,11.235,19.976,6.2857,V4
11,13,1.4142,10,5,3.5355,0,15,10.607,0,15,10.607,12,8,2.8284,12,8,2.8284,10,3,4.9497,11,11,0,10.786,4.1964,6.5909,12.034,13.195,22.13,13.333,23.261,25.839,19.828,25.839,19.828,28.841,11.523,20.83,3.9149,V5
2,2,0,1,1,0,0,13,9.1924,3,13,7.0711,6,6,0,6,6,0,5,2,2.1213,2,3,0.70711,9.4694,2.4082,3.5,3.5,11.351,22.701,13.759,25.13,26.189,20.34,26.189,20.34,28.383,11.106,21.537,3.3415,V6
8,9,0.70711,7,4,2.1213,2,4,1.4142,2,4,1.4142,6,6,0,6,6,0,0,0,0,6,11,3.5355,12.059,6.2941,6.1649,11.887,9.0395,20.368,13.313,22.469,29.263,28.105,29.263,28.105,0,0,18.648,5.8333,V7
14,14,0,12,12,0,2,14,8.4853,3,16,9.1924,6,6,0,6,6,0,15,5,7.0711,8,8,0,10.617,8.3617,6.9718,9.7887,13.687,21.701,13.774,24.113,24.158,18.474,24.158,18.474,28.212,11.865,19.25,9.7188,V8
6,7,0.70711,12,5,4.9497,2,14,8.4853,7,16,6.364,11,9,1.4142,11,9,1.4142,6,0,4.2426,9,15,4.2426,13.339,8.4464,7.3542,13.542,9.4737,21.526,10.5,28.207,25.41,19.949,25.41,19.949,19.75,15.5,20.019,4.4151,V9
11,11,0,4,15,7.7782,0,4,2.8284,4,4,0,2,2,0,2,2,0,3,1,1.4142,8,2,4.2426,12.533,8.9333,8.8966,13.138,9.25,22.375,10.688,28.906,28.625,20.792,28.625,20.792,26.952,12.19,19.486,8.2286,V0
5,5,0,2,2,0,10,6,2.8284,14,16,1.4142,12,12,0,12,12,0,15,8,4.9497,14,14,0,13.846,13.154,8.5571,13.614,9.0179,18,8.9,24.667,25.766,20.922,25.766,20.922,27.4,10.933,22.46,6.5057,V1
11,12,0.70711,10,9,0.70711,6,2,2.8284,2,2,0,13,8,3.5355,13,8,3.5355,15,8,4.9497,3,3,0,11.246,5.1884,6.3763,11.624,11.679,16.857,15.333,17.333,25.791,20.209,25.791,20.209,26.056,12.472,16.833,12.25,V2
0,0,0,1,1,1.4142,2,3,0.70711,12,5,4.9497,2,2,0,2,2,0,5,12,4.9497,12,4,5.6569,0,0,11.231,15.538,9.7612,20.627,9.3125,29.578,26.297,20,26.297,20,29.828,9.6897,23.107,2.9643,V3
13,11,1.4142,15,10,3.5355,2,14,8.4853,8,16,5.6569,14,13,0.70711,14,13,0.70711,15,7,5.6569,13,13,0,10.585,6.8723,4.2656,10.344,11.348,22.551,11.681,26.248,27.986,21.319,27.986,21.319,29.185,10.667,21.158,7.3053,V4
11,11,0,11,5,4.2426,3,13,7.0711,4,16,8.4853,12,6,4.2426,12,6,4.2426,15,1,9.8995,10,11,0.70711,11.321,5.2857,7.037,11.716,13.849,21.302,13.745,22.843,25.304,19.507,25.304,19.507,25.891,12.578,20.522,4.7826,V5
4,5,0.70711,0,0,0,8,3,3.5355,12,7,3.5355,5,5,0,5,5,0,3,2,0.70711,3,2,0.70711,10.684,3.0351,0,0,11.529,22.265,11.862,22.931,28.318,21.955,28.318,21.955,28.364,11.318,20.279,4.9302,V6
9,8,0.70711,11,4,4.9497,2,3,0.70711,2,3,0.70711,5,5,0,5,5,0,0,0,0,4,13,6.364,13.133,6.9333,5.7021,11.872,10.338,21.714,12.051,25.154,29.55,28.3,29.55,28.3,0,0,17.689,6.6889,V7
14,11,2.1213,15,14,0.70711,2,14,8.4853,3,16,9.1924,7,7,0,7,7,0,15,5,7.0711,10,10,0,11.151,7.8356,6.2,7.9333,14.39,22.814,14.3,24.35,25.595,19.31,25.595,19.31,29.049,10.976,19.154,8.7885,V8
1,1,0,2,1,0.70711,1,10,6.364,4,11,4.9497,3,3,0,3,3,0,4,2,1.4142,5,7,1.4142,13.281,7.2813,8.2917,14.042,10.082,20.633,11.203,26.78,26.39,19.585,26.39,19.585,30.455,15.273,18.917,5.7,V9
